Height,Weight,Age,Gender,Muscule,Movement,TimeStamp,signal
189,70,20,1,3,13,2023-05-05T22:29:13.429324+03:00,"[35, 35, 38, 35, 47, 47, 53, 41, 38, 59, 47, 44, 44, 38, 44, 47, 38, 41, 50, 41, 29, 38, 44, 50, 41, 41, 50, 41, 29, 47, 50, 47, 44, 50, 44, 38, 41, 29, 44, 32, 41, 50, 68, 59, 80, 68, 68, 50, 68, 56, 74, 71, 95, 83, 71, 107, 101, 137, 44, 50, 65, 65, 53, 47, 44, 53, 44, 41, 41, 50, 41, 41, 44, 56, 38, 41, 44, 35, 44, 35, 32, 29, 47, 56, 47, 41, 47, 41, 44, 41, 38, 41, 35, 47, 53, 44, 41, 47, 32, 32]"
189,70,20,1,3,13,2023-05-05T22:29:19.0140614+03:00,"[38, 44, 35, 38, 41, 29, 44, 41, 47, 41, 50, 38, 44, 38, 35, 53, 65, 38, 44, 44, 35, 53, 47, 38, 59, 68, 65, 59, 56, 53, 50, 65, 56, 77, 83, 83, 89, 53, 83, 68, 77, 83, 65, 80, 59, 71, 56, 56, 59, 59, 41, 47, 62, 47, 38, 44, 32, 44, 38, 41, 35, 44, 38, 32, 41, 44, 41, 41, 56, 56, 35, 47, 32, 41, 29, 47, 44, 41, 50, 47, 38, 41, 41, 32, 38, 35, 38, 35, 53, 35, 56, 35, 44, 38, 35]"
189,70,20,1,3,13,2023-05-05T22:29:22.7037368+03:00,"[41, 50, 47, 47, 35, 41, 50, 50, 41, 47, 56, 38, 35, 44, 35, 41, 38, 50, 44, 62, 59, 47, 44, 47, 119, 32, 62, 47, 86, 59, 65, 62, 74, 77, 35, 56, 68, 71, 65, 56, 89, 65, 134, 56, 53, 44, 44, 44, 44, 38, 47, 38, 44, 53, 47, 50, 41, 50, 32, 44, 41, 32, 50, 47, 50, 41, 35, 41, 47, 47, 44, 44, 44, 44, 47, 50, 47, 53, 41, 44]"
189,70,20,1,3,14,2023-05-05T22:29:33.2991895+03:00,"[47, 53, 56, 56, 47, 44, 71, 50, 53, 50, 74, 47, 56, 56, 89, 53, 41, 53, 68, 74, 56, 47, 68, 35, 95, 53, 86, 41, 68, 35, 38, 71, 47, 86, 47, 71, 41, 38, 98, 38, 68, 38, 77, 50, 47, 35, 62, 47, 116, 47, 59, 56, 92, 50, 47, 44, 50, 53, 53, 68, 50, 41, 65, 50, 68, 59, 74, 41, 53, 71, 62, 62, 56, 98, 56, 44, 65, 44, 53, 47, 89, 41, 74, 53, 68, 71, 59, 50, 71, 47, 50, 47, 65, 53, 41, 47, 47, 50, 53, 41, 56, 38, 44, 65, 38, 62, 38, 41, 50, 38, 56, 38, 47, 59]"
189,70,20,1,3,14,2023-05-05T22:29:37.6744273+03:00,"[68, 47, 92, 47, 47, 71, 56, 89, 80, 92, 74, 89, 119, 47, 53, 95, 44, 119, 41, 47, 65, 113, 59, 74, 74, 68, 59, 74, 56, 74, 71, 104, 107, 53, 59, 101, 59, 101, 95, 131, 80, 128, 104, 65, 98, 68, 92, 77, 53, 110, 44, 59, 47, 62, 50, 74, 86, 38, 44, 113, 53, 68, 50, 71, 47, 62, 68, 68, 38, 44, 59, 38, 50, 53, 53, 41, 65, 44, 59, 47, 38, 77, 32, 41, 35, 65, 44, 44, 47, 59, 71, 47, 41, 50]"
189,70,20,1,3,14,2023-05-05T22:29:42.1910136+03:00,"[89, 56, 44, 68, 47, 53, 89, 59, 74, 62, 68, 68, 101, 101, 62, 86, 53, 77, 59, 68, 65, 59, 71, 47, 77, 89, 53, 41, 59, 74, 77, 53, 74, 107, 71, 80, 116, 80, 83, 77, 86, 89, 68, 68, 116, 65, 68, 86, 65, 56, 65, 101, 65, 74, 56, 95, 50, 149, 83, 50, 74, 104, 101, 59, 68, 122, 50, 89, 56, 71, 77, 59, 110, 68, 77, 50, 62, 65, 59, 35, 56, 68, 50, 41, 44, 53, 71, 74, 47, 53, 59, 41, 62, 80, 47, 50, 83, 62, 50, 71, 71, 59]"
189,70,20,1,3,14,2023-05-05T22:29:46.7209413+03:00,"[71, 53, 32, 77, 59, 50, 86, 50, 38, 62, 41, 44, 59, 68, 74, 53, 86, 53, 77, 62, 74, 53, 62, 53, 62, 53, 92, 65, 65, 74, 47, 47, 83, 38, 86, 68, 83, 143, 74, 137, 86, 92, 92, 74, 50, 47, 65, 107, 56, 71, 68, 62, 65, 53, 74, 95, 83, 53, 86, 95, 47, 59, 44, 86, 41, 80, 68, 53, 62, 83, 74, 98, 71, 86, 53, 53, 119, 62, 41, 134, 56, 29, 53, 47, 53, 50, 56, 53, 38, 62, 44, 53, 53, 47, 47, 35, 50, 47, 44, 44, 47, 50]"
189,70,20,1,3,14,2023-05-05T22:29:51.5113643+03:00,"[47, 38, 68, 62, 41, 41, 50, 44, 83, 77, 53, 131, 86, 92, 68, 125, 62, 83, 77, 68, 101, 59, 74, 77, 98, 53, 86, 89, 68, 92, 53, 59, 71, 95, 101, 86, 65, 68, 77, 50, 71, 65, 68, 56, 80, 50, 110, 59, 38, 107, 128, 53, 44, 77, 50, 47, 35, 80, 113, 89, 41, 53, 65, 110, 41, 62, 59, 47, 35, 38, 65, 38, 41, 59, 41, 65, 62, 41, 47, 77, 41, 35, 38, 38, 47, 47, 47, 50, 44, 35, 50, 47, 44, 59, 38, 50, 44, 41, 47, 53, 44, 35, 41, 38, 56]"
189,70,20,1,3,14,2023-05-05T22:29:55.4767175+03:00,"[35, 41, 77, 44, 47, 62, 44, 89, 41, 65, 56, 47, 50, 74, 47, 89, 83, 56, 41, 59, 59, 101, 41, 53, 50, 41, 92, 35, 89, 83, 41, 53, 71, 59, 44, 86, 56, 47, 56, 62, 80, 65, 74, 38, 56, 86, 59, 77, 68, 74, 59, 62, 74, 98, 53, 47, 53, 53, 53, 47, 80, 56, 35, 47, 53, 35, 59, 53, 47, 47, 44, 38, 38, 50, 35, 71, 50, 32, 50, 59, 77, 32, 29, 41, 32, 44, 44, 47, 41, 41]"
189,70,20,1,3,14,2023-05-05T22:29:59.9618876+03:00,"[47, 74, 59, 41, 53, 38, 59, 47, 47, 44, 77, 50, 53, 44, 95, 50, 65, 56, 47, 44, 50, 56, 38, 35, 50, 38, 59, 50, 41, 56, 38, 41, 38, 50, 41, 38, 44, 41, 65, 47, 41, 38, 53, 65, 35, 35, 53, 47, 53, 47, 56, 59, 44, 56, 59, 68, 47, 62, 50, 41, 38, 62, 59, 50, 77, 47, 59, 35, 41, 53, 29, 50, 38, 62, 56, 80, 80, 38, 59, 77, 44, 38, 47, 44, 41, 38, 47, 44, 47, 38, 44, 41, 41, 44, 38, 44, 38, 44, 38, 47, 44, 44, 47, 44]"
189,70,20,1,3,14,2023-05-05T22:30:04.5066706+03:00,"[56, 41, 47, 50, 44, 53, 77, 47, 38, 74, 44, 44, 59, 53, 56, 47, 68, 71, 71, 86, 53, 50, 53, 59, 56, 56, 59, 41, 77, 77, 38, 50, 47, 56, 56, 68, 50, 56, 53, 53, 59, 44, 56, 119, 53, 59, 86, 56, 74, 47, 77, 83, 50, 53, 59, 65, 68, 44, 62, 62, 71, 41, 41, 86, 56, 41, 47, 50, 50, 74, 38, 56, 47, 38, 77, 50, 56, 38, 50, 62, 38, 35, 56, 38, 41, 35, 38, 71, 50, 35, 35, 47, 50, 38, 38, 32, 59, 41, 50, 44, 56, 65, 38, 44, 41]"
189,70,20,1,3,14,2023-05-05T22:30:08.977329+03:00,"[41, 44, 50, 47, 35, 44, 68, 50, 59, 56, 50, 59, 50, 62, 77, 65, 41, 32, 41, 83, 56, 41, 50, 35, 65, 50, 50, 77, 71, 62, 65, 50, 68, 74, 44, 44, 95, 41, 65, 47, 50, 62, 59, 80, 56, 68, 53, 71, 50, 50, 59, 89, 29, 65, 62, 53, 41, 50, 86, 35, 41, 38, 71, 44, 35, 47, 59, 44, 41, 38, 80, 44, 50, 38, 44, 53, 47, 41, 41, 68, 53, 47, 38, 41, 35, 32, 47, 47, 53, 38, 38, 35, 35, 35]"
189,70,20,1,3,14,2023-05-05T22:30:15.0159472+03:00,"[47, 65, 68, 50, 47, 77, 32, 92, 32, 80, 59, 62, 53, 92, 59, 74, 71, 53, 80, 65, 89, 50, 68, 77, 53, 56, 44, 68, 74, 62, 44, 71, 56, 47, 101, 74, 74, 77, 101, 74, 74, 47, 86, 56, 74, 59, 47, 59, 56, 53, 56, 74, 38, 56, 65, 47, 65, 62, 71, 65, 62, 62, 65, 50, 50, 92, 65, 53, 47, 80, 80, 53, 77, 74, 62, 56, 80, 47, 53, 62, 53, 80, 74, 41, 68, 56, 68, 62, 38, 38, 47, 38, 59, 56, 47, 38, 65, 44, 50, 47, 74, 44, 50, 47, 41, 35, 53, 62]"
189,70,20,1,3,14,2023-05-05T22:30:19.6566492+03:00,"[56, 56, 56, 71, 56, 62, 65, 44, 77, 47, 146, 35, 80, 65, 59, 59, 86, 41, 56, 68, 59, 62, 35, 53, 77, 53, 35, 59, 59, 74, 68, 62, 80, 86, 74, 95, 68, 68, 131, 65, 77, 59, 98, 59, 62, 134, 83, 110, 80, 137, 41, 98, 56, 71, 50, 86, 65, 119, 80, 74, 74, 77, 59, 77, 86, 68, 80, 77, 77, 74, 71, 62, 41, 41, 47, 53, 41, 41, 53, 62, 41, 38, 53, 59, 32, 56, 38, 41, 41, 41, 32, 44, 50, 44, 53, 41, 44, 38, 53, 50, 44, 50, 41, 35, 44, 41, 62, 41, 41, 50, 47]"
189,70,20,1,3,14,2023-05-05T22:30:23.9864105+03:00,"[44, 32, 62, 53, 35, 95, 41, 83, 44, 59, 53, 47, 59, 53, 86, 53, 53, 44, 44, 50, 41, 53, 56, 56, 59, 41, 56, 95, 62, 38, 83, 83, 41, 74, 56, 74, 59, 86, 53, 125, 74, 71, 92, 47, 71, 71, 77, 44, 83, 59, 50, 113, 44, 50, 62, 50, 41, 59, 50, 53, 74, 65, 38, 59, 56, 44, 41, 38, 68, 77, 38, 47, 41, 50, 50, 44, 56, 65, 59, 38, 83, 47, 38, 41, 35, 44, 41, 47, 62, 38, 32, 44, 56, 44, 44, 35, 44, 47, 53, 32, 56, 47]"
189,70,20,1,3,14,2023-05-05T22:30:28.2774811+03:00,"[50, 53, 41, 44, 53, 50, 35, 32, 44, 77, 50, 47, 53, 35, 50, 80, 65, 65, 41, 62, 71, 44, 44, 44, 41, 71, 65, 59, 53, 83, 50, 47, 71, 59, 56, 56, 44, 68, 71, 71, 44, 98, 62, 74, 80, 56, 56, 62, 110, 53, 50, 98, 53, 86, 41, 56, 56, 38, 56, 53, 44, 65, 53, 71, 44, 44, 50, 44, 59, 38, 56, 50, 41, 38, 44, 56, 50, 41, 53, 65, 47, 53, 38, 50, 62, 50, 59, 41, 44, 41, 53, 53, 56, 41, 59, 38, 38, 44, 35, 32]"
189,70,20,1,3,14,2023-05-05T22:30:33.586403+03:00,"[32, 50, 29, 74, 35, 47, 41, 68, 77, 47, 53, 56, 47, 50, 53, 32, 62, 71, 47, 50, 41, 47, 50, 104, 56, 47, 59, 65, 56, 125, 47, 47, 95, 56, 47, 65, 62, 50, 104, 65, 50, 62, 92, 50, 62, 101, 56, 56, 74, 62, 50, 98, 44, 53, 47, 131, 41, 62, 71, 47, 35, 41, 68, 50, 41, 53, 62, 50, 41, 62, 62, 38, 38, 44, 62, 50, 53, 59, 53, 62, 53, 35, 65, 35, 38, 29, 38, 41, 50, 59, 59, 47, 29, 32, 44, 38, 50, 44, 44, 47]"
189,70,20,1,3,14,2023-05-05T22:30:38.2872761+03:00,"[59, 47, 35, 35, 62, 50, 41, 47, 56, 74, 44, 50, 47, 41, 77, 44, 50, 68, 35, 89, 50, 62, 68, 62, 53, 140, 50, 56, 53, 56, 86, 50, 62, 35, 83, 62, 83, 56, 50, 65, 41, 65, 56, 53, 44, 86, 50, 44, 47, 59, 71, 47, 53, 71, 86, 89, 62, 59, 68, 86, 59, 65, 89, 53, 62, 95, 71, 59, 50, 65, 59, 50, 41, 59, 47, 53, 41, 44, 35, 38, 38, 56, 44, 38, 41, 59, 59, 68, 59, 56, 35, 59, 50, 50, 41, 41, 38, 38, 41, 47, 50, 47, 35, 38, 47, 47, 50, 47, 41, 44]"
189,70,20,1,3,14,2023-05-05T22:30:42.3473479+03:00,"[50, 53, 47, 35, 56, 50, 29, 41, 35, 56, 38, 53, 41, 65, 38, 62, 86, 44, 53, 47, 47, 47, 74, 35, 56, 59, 89, 41, 68, 74, 53, 65, 80, 56, 89, 68, 86, 56, 89, 80, 50, 62, 89, 89, 83, 59, 89, 107, 80, 77, 83, 53, 74, 59, 53, 95, 95, 92, 62, 62, 98, 68, 38, 59, 44, 38, 53, 80, 38, 53, 35, 71, 44, 68, 62, 38, 68, 62, 44, 38, 47, 35, 47, 50, 32, 44, 50, 50, 32, 35, 41, 44, 47]"
189,70,20,1,3,14,2023-05-05T22:30:47.1824326+03:00,"[44, 32, 47, 38, 41, 47, 38, 38, 44, 74, 38, 44, 41, 74, 47, 53, 47, 35, 56, 38, 53, 62, 47, 95, 56, 74, 47, 65, 59, 71, 62, 95, 116, 74, 98, 77, 104, 44, 74, 65, 86, 77, 98, 77, 56, 98, 68, 83, 104, 92, 92, 65, 95, 68, 101, 53, 80, 71, 44, 53, 80, 59, 71, 53, 41, 41, 77, 107, 98, 38, 41, 62, 59, 35, 50, 50, 74, 65, 41, 71, 41, 44, 50, 41, 59, 47, 50, 29, 50, 38, 29, 47, 44, 44, 35, 47, 29, 35, 59, 47, 38, 50]"
189,70,20,1,3,14,2023-05-05T22:30:51.2638966+03:00,"[41, 41, 65, 47, 53, 68, 53, 62, 86, 44, 50, 44, 53, 107, 47, 41, 41, 50, 92, 41, 26, 71, 80, 44, 80, 53, 50, 74, 56, 56, 77, 35, 50, 92, 65, 44, 113, 41, 110, 62, 62, 83, 71, 83, 59, 74, 74, 59, 101, 59, 56, 53, 41, 119, 38, 53, 41, 50, 50, 53, 41, 41, 65, 59, 50, 35, 47, 116, 44, 74, 53, 95, 53, 35, 50, 41, 38, 38, 41, 47, 41, 35, 44, 32, 50, 32, 35, 44, 56, 38, 41, 35, 41, 50, 38, 35, 35]"
189,70,20,1,3,14,2023-05-05T22:30:57.1679982+03:00,"[38, 53, 56, 38, 41, 53, 38, 59, 56, 98, 50, 50, 98, 44, 65, 65, 44, 56, 59, 95, 56, 50, 44, 74, 47, 47, 56, 47, 38, 59, 62, 50, 74, 56, 50, 47, 71, 50, 74, 71, 56, 110, 65, 80, 62, 59, 104, 62, 59, 53, 59, 56, 65, 47, 83, 53, 44, 56, 56, 65, 50, 56, 53, 56, 65, 47, 44, 62, 32, 35, 56, 47, 47, 35, 59, 50, 38, 56, 41, 53, 47, 50, 50, 38, 32, 47, 56, 35, 35, 47, 32, 29, 50, 35, 35, 35, 41, 29]"
189,70,20,1,3,14,2023-05-05T22:31:02.1272569+03:00,"[62, 50, 41, 59, 62, 47, 71, 44, 50, 95, 71, 47, 74, 56, 47, 98, 44, 77, 77, 80, 92, 44, 74, 83, 41, 68, 53, 53, 104, 56, 41, 113, 47, 92, 56, 65, 86, 59, 65, 71, 74, 104, 68, 62, 74, 56, 68, 47, 95, 83, 65, 59, 59, 59, 62, 53, 65, 89, 53, 77, 50, 80, 71, 62, 71, 62, 44, 65, 74, 65, 50, 41, 38, 71, 50, 47, 35, 56, 41, 35, 41, 44, 56, 50, 44, 50, 47, 38, 47, 47, 38, 47, 38, 41, 44, 50, 47, 44, 38, 38, 38, 35, 35, 35]"
189,70,20,1,3,15,2023-05-05T22:31:17.7113932+03:00,"[35, 41, 29, 35, 35, 35, 35, 44, 53, 41, 32, 38, 38, 32, 41, 47, 47, 35, 44, 47, 44, 47, 35, 41, 41, 38, 50, 50, 44, 44, 59, 44, 41, 53, 44, 65, 47, 53, 50, 62, 62, 68, 53, 62, 89, 44, 56, 56, 47, 62, 62, 59, 59, 71, 59, 47, 68, 47, 47, 71, 47, 32, 38, 38, 44, 35, 59, 29, 38, 47, 38, 35, 56, 47, 38, 32, 32, 44, 38, 32, 47, 23, 53, 35, 38, 44, 35, 32, 41, 35, 35, 44, 38, 38, 44, 35, 29, 35]"
189,70,20,1,3,15,2023-05-05T22:31:21.7583692+03:00,"[38, 35, 47, 44, 44, 50, 35, 44, 41, 38, 44, 35, 41, 44, 53, 56, 59, 41, 44, 41, 38, 44, 53, 53, 68, 71, 98, 86, 68, 77, 86, 59, 86, 98, 62, 80, 50, 80, 50, 71, 68, 77, 83, 83, 83, 53, 68, 74, 80, 41, 38, 122, 35, 32, 62, 47, 32, 35, 41, 41, 44, 35, 41, 35, 35, 41, 38, 44, 41, 41, 44, 35, 35, 41, 41, 29, 44, 53, 41, 41, 44, 29, 44, 44, 32, 47, 32, 41, 38, 41, 32, 32, 38, 41, 50, 32, 38]"
189,70,20,1,3,15,2023-05-05T22:31:25.3693561+03:00,"[41, 41, 50, 32, 32, 38, 32, 38, 50, 47, 47, 38, 62, 41, 44, 47, 44, 56, 50, 44, 50, 53, 56, 62, 68, 71, 74, 50, 89, 92, 68, 83, 104, 83, 71, 65, 92, 89, 89, 59, 71, 89, 74, 68, 44, 101, 56, 56, 74, 104, 38, 59, 38, 32, 35, 38, 35, 44, 62, 35, 26, 38, 35, 59, 35, 35, 44, 38, 50, 47, 47, 47, 41, 38, 41, 53, 32, 41, 53, 32, 35, 50]"
189,70,20,1,3,15,2023-05-05T22:31:29.2206628+03:00,"[35, 44, 47, 35, 38, 41, 44, 50, 29, 38, 41, 32, 41, 32, 53, 41, 47, 59, 44, 32, 50, 47, 47, 65, 131, 53, 125, 41, 74, 74, 53, 80, 56, 62, 101, 74, 74, 116, 71, 107, 68, 35, 56, 56, 44, 56, 77, 56, 44, 71, 62, 53, 47, 32, 50, 59, 65, 53, 41, 50, 47, 47, 35, 53, 44, 41, 47, 41, 35, 41, 47, 50, 47, 32, 32, 32, 29, 41, 32, 41, 38, 35, 53, 47, 38, 32, 35, 35, 44]"
189,70,20,1,3,15,2023-05-05T22:31:32.7233314+03:00,"[38, 38, 26, 32, 35, 44, 47, 56, 44, 38, 35, 41, 38, 38, 38, 35, 47, 38, 44, 35, 47, 41, 53, 50, 47, 59, 65, 71, 41, 104, 110, 74, 62, 56, 62, 56, 77, 113, 62, 62, 71, 83, 56, 119, 59, 50, 71, 38, 53, 65, 41, 59, 41, 59, 47, 47, 50, 41, 23, 35, 44, 41, 44, 41, 44, 38, 41, 29, 32, 41, 38, 38, 38, 41, 41, 41, 35, 29, 32]"
189,70,20,1,3,15,2023-05-05T22:31:36.4136376+03:00,"[38, 32, 41, 50, 47, 41, 41, 53, 38, 41, 47, 35, 38, 47, 44, 50, 53, 41, 41, 38, 44, 44, 77, 59, 68, 80, 104, 65, 80, 92, 74, 59, 56, 50, 65, 86, 53, 59, 44, 92, 71, 62, 47, 56, 83, 68, 38, 38, 149, 44, 47, 32, 35, 41, 41, 41, 29, 62, 38, 29, 41, 44, 44, 41, 41, 41, 41, 35, 50, 32, 35, 38, 35, 41, 47, 32, 32, 38, 38, 53, 35, 38, 50]"
189,70,20,1,3,15,2023-05-05T22:31:40.0400063+03:00,"[29, 35, 50, 44, 41, 35, 35, 41, 32, 44, 29, 47, 41, 47, 62, 38, 41, 41, 38, 53, 41, 53, 74, 50, 44, 59, 62, 80, 71, 68, 68, 74, 86, 77, 65, 50, 95, 74, 71, 71, 104, 50, 83, 71, 68, 44, 86, 101, 65, 44, 44, 35, 53, 32, 35, 50, 47, 38, 56, 38, 44, 44, 41, 35, 38, 50, 35, 47, 44, 35, 35, 23, 38, 38, 32, 50, 41, 38, 35, 32, 47, 29, 38, 44, 35, 53]"
189,70,20,1,3,15,2023-05-05T22:31:43.8085505+03:00,"[35, 38, 38, 38, 35, 44, 44, 35, 35, 41, 41, 29, 38, 32, 56, 50, 47, 41, 47, 35, 38, 50, 44, 65, 53, 86, 101, 71, 80, 77, 107, 83, 59, 56, 74, 89, 77, 77, 98, 128, 56, 86, 77, 83, 53, 92, 74, 95, 68, 77, 101, 62, 92, 47, 89, 71, 44, 53, 35, 50, 149, 41, 32, 50, 56, 47, 44, 38, 47, 32, 41, 32, 35, 38, 44, 32, 29, 44, 32, 41, 41, 35, 44, 44, 32, 47, 56, 32]"
189,70,20,1,3,15,2023-05-05T22:31:47.6063819+03:00,"[35, 47, 35, 41, 35, 47, 26, 38, 41, 41, 44, 41, 38, 38, 50, 41, 38, 38, 35, 32, 47, 44, 50, 56, 50, 59, 65, 59, 83, 83, 53, 68, 65, 68, 80, 119, 71, 86, 107, 95, 77, 83, 59, 83, 53, 77, 53, 71, 62, 89, 62, 44, 47, 53, 149, 110, 35, 29, 65, 41, 47, 71, 38, 41, 44, 53, 35, 32, 32, 44, 35, 47, 38, 38, 53, 53, 35, 44, 44, 35, 35, 44, 35, 50, 53, 35, 50, 50, 53]"
189,70,20,1,3,15,2023-05-05T22:31:51.5581675+03:00,"[41, 29, 32, 44, 38, 35, 44, 32, 32, 50, 44, 35, 41, 50, 56, 44, 44, 41, 56, 44, 44, 47, 44, 38, 56, 35, 53, 44, 56, 71, 98, 56, 53, 125, 65, 104, 74, 83, 98, 77, 83, 107, 80, 74, 68, 86, 83, 65, 71, 59, 65, 65, 74, 80, 62, 83, 56, 35, 59, 35, 53, 38, 41, 35, 35, 53, 38, 32, 44, 44, 35, 38, 53, 56, 32, 41, 35, 44, 41, 38, 41, 29, 38, 44, 50, 50, 38, 29, 35, 44, 44, 32]"
189,70,20,1,3,15,2023-05-05T22:31:55.2337275+03:00,"[38, 38, 38, 32, 32, 50, 41, 35, 38, 47, 35, 38, 44, 44, 41, 44, 50, 41, 44, 47, 44, 62, 44, 59, 59, 50, 50, 107, 89, 101, 56, 116, 83, 146, 119, 98, 98, 92, 101, 98, 104, 116, 95, 128, 86, 113, 92, 89, 149, 98, 80, 125, 74, 104, 113, 74, 116, 68, 71, 122, 68, 89, 86, 56, 44, 59, 74, 65, 44, 53, 56, 149, 41, 47, 32, 65, 38, 35, 38, 47, 41, 35, 38, 38, 38]"
189,70,20,1,3,15,2023-05-05T22:31:59.3196774+03:00,"[53, 38, 41, 29, 35, 35, 35, 32, 47, 53, 50, 47, 35, 50, 38, 53, 38, 44, 47, 32, 44, 41, 50, 47, 50, 53, 50, 53, 44, 47, 89, 59, 59, 65, 62, 77, 47, 53, 59, 77, 74, 56, 65, 95, 71, 53, 89, 62, 107, 80, 71, 53, 74, 95, 101, 59, 68, 65, 68, 44, 32, 56, 50, 77, 56, 50, 38, 44, 53, 44, 29, 41, 38, 44, 29, 41, 38, 38, 41, 41, 38, 35, 41, 26, 47, 32, 41, 38, 38, 38, 38, 32, 44, 35]"
189,70,20,1,3,15,2023-05-05T22:32:03.2155835+03:00,"[29, 32, 32, 41, 32, 47, 35, 62, 35, 35, 41, 50, 35, 50, 50, 38, 38, 38, 41, 44, 47, 56, 53, 44, 59, 62, 62, 68, 92, 71, 74, 77, 50, 95, 119, 149, 149, 95, 149, 149, 134, 113, 116, 122, 131, 65, 107, 116, 56, 137, 71, 50, 44, 92, 53, 41, 41, 38, 41, 32, 38, 47, 38, 29, 32, 38, 35, 47, 26, 44, 38, 47, 53, 38, 29, 44, 56, 56, 32, 35, 47, 35, 50, 29, 35, 35, 35, 38, 44, 53, 38, 41, 35]"
189,70,20,1,3,15,2023-05-05T22:32:07.2304456+03:00,"[38, 32, 59, 38, 35, 44, 41, 35, 35, 35, 44, 41, 32, 35, 41, 41, 47, 41, 44, 41, 47, 53, 38, 38, 95, 47, 65, 68, 149, 71, 56, 98, 122, 92, 65, 89, 113, 89, 80, 98, 71, 98, 101, 101, 122, 77, 143, 146, 125, 92, 95, 140, 74, 74, 113, 74, 110, 122, 62, 74, 53, 32, 35, 53, 38, 47, 41, 32, 32, 56, 38, 47, 29, 50, 44, 38, 56, 41, 44, 47, 35, 44, 41, 29, 32, 44, 41, 35, 44, 35, 47, 35, 65, 26, 44]"
189,70,20,1,3,15,2023-05-05T22:32:11.4514413+03:00,"[44, 35, 47, 38, 38, 47, 44, 47, 38, 47, 41, 56, 29, 41, 38, 38, 44, 53, 44, 35, 44, 41, 47, 38, 47, 53, 56, 83, 83, 89, 101, 122, 149, 119, 149, 98, 143, 86, 146, 101, 149, 119, 104, 149, 77, 125, 149, 98, 116, 119, 149, 95, 146, 107, 131, 92, 71, 116, 62, 92, 47, 41, 53, 47, 47, 53, 32, 44, 38, 38, 44, 47, 41, 41, 50, 41, 35, 44, 47, 38, 32, 38, 41, 29, 41, 29, 38, 26, 32, 32, 38, 32, 38, 41, 32, 44, 41, 35]"
189,70,20,1,3,15,2023-05-05T22:32:15.3730087+03:00,"[44, 38, 29, 32, 41, 35, 41, 41, 38, 38, 44, 68, 47, 41, 47, 35, 44, 35, 56, 47, 41, 41, 65, 53, 89, 62, 59, 71, 65, 98, 83, 95, 86, 80, 89, 86, 113, 92, 71, 83, 89, 107, 53, 89, 80, 68, 83, 92, 98, 107, 44, 65, 59, 35, 44, 53, 53, 35, 41, 62, 44, 35, 53, 50, 41, 44, 47, 44, 41, 32, 44, 50, 62, 35, 41, 50, 56, 38, 29, 41, 35, 38, 47, 56, 29, 35, 47, 44, 32, 38, 32, 53, 44, 29]"
189,70,20,1,3,15,2023-05-05T22:32:20.5721808+03:00,"[32, 41, 35, 29, 35, 38, 41, 44, 32, 35, 65, 38, 47, 53, 47, 47, 38, 41, 59, 50, 38, 56, 53, 47, 71, 50, 56, 74, 89, 65, 80, 95, 89, 83, 83, 65, 92, 80, 80, 65, 95, 71, 77, 68, 50, 65, 74, 62, 77, 89, 62, 50, 62, 35, 56, 47, 44, 41, 41, 41, 35, 44, 44, 47, 35, 38, 29, 35, 59, 41, 32, 47, 50, 44, 29, 29, 41, 38, 35, 41, 32, 41, 44, 38, 38, 44, 41]"
189,70,20,1,3,15,2023-05-05T22:32:24.4831481+03:00,"[32, 32, 38, 38, 44, 35, 53, 44, 44, 32, 47, 47, 44, 35, 53, 44, 41, 53, 59, 47, 53, 98, 56, 56, 101, 80, 59, 77, 89, 74, 83, 104, 65, 107, 74, 89, 149, 113, 122, 113, 122, 104, 134, 104, 86, 125, 92, 83, 137, 83, 104, 98, 92, 65, 83, 65, 32, 35, 50, 65, 53, 50, 44, 44, 47, 53, 41, 41, 44, 38, 38, 41, 38, 41, 44, 32, 47, 38, 41, 38, 50, 35, 38, 38, 53, 50, 35]"
189,70,20,1,3,15,2023-05-05T22:32:28.5281239+03:00,"[38, 35, 35, 53, 35, 38, 35, 41, 38, 35, 44, 44, 44, 41, 50, 44, 59, 44, 38, 47, 53, 47, 50, 35, 47, 38, 56, 65, 74, 65, 74, 89, 80, 50, 119, 65, 80, 68, 65, 77, 116, 71, 116, 110, 107, 83, 98, 83, 92, 128, 83, 110, 113, 86, 71, 104, 44, 44, 56, 59, 41, 38, 50, 38, 38, 38, 32, 38, 50, 41, 35, 44, 41, 38, 41, 50, 47, 32, 41, 38, 38, 38, 29, 44, 35, 41, 44, 47, 38, 50, 35, 59, 53]"
189,70,20,1,3,15,2023-05-05T22:32:34.1014174+03:00,"[41, 32, 41, 35, 44, 29, 35, 41, 32, 32, 44, 44, 47, 44, 56, 59, 53, 59, 38, 38, 44, 65, 59, 44, 53, 41, 80, 83, 89, 65, 68, 59, 101, 50, 62, 110, 68, 107, 68, 80, 68, 71, 149, 74, 62, 98, 92, 80, 44, 83, 71, 92, 71, 56, 74, 68, 62, 50, 41, 68, 41, 38, 41, 35, 53, 47, 38, 32, 50, 35, 38, 44, 53, 41, 29, 50, 38, 32, 32, 35, 50, 35, 38, 44, 56, 35, 41, 50, 29, 38, 41, 50, 53, 41, 35, 29, 35, 38, 38, 56, 44, 41]"
